Title,Genres,Categories,Rating
Kouun no Rihatsushi,"[""Comedy"", ""Romance"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""Acting"", ""Score"": ""35""}, {""Category"": ""Actor/s"", ""Score"": ""27""}, {""Category"": ""Affectionate Seme"", ""Score"": ""19""}, {""Category"": ""Age Gap"", ""Score"": ""28""}, {""Category"": ""Hairstylist/s"", ""Score"": ""42""}, {""Category"": ""Innocent Male Lead"", ""Score"": ""17""}, {""Category"": ""Long-Distance Relationship"", ""Score"": ""16""}, {""Category"": ""Music Band/s"", ""Score"": ""24""}, {""Category"": ""Older Uke Younger Seme"", ""Score"": ""27""}, {""Category"": ""Shy Protagonist"", ""Score"": ""18""}]",8.48
Sekine-kun no Koi,"[""Comedy"", ""Drama"", ""Josei"", ""Mature"", ""Psychological"", ""Romance"", ""Slice of Life""]","[{""Category"": ""Bad Experiences"", ""Score"": ""36""}, {""Category"": ""Crafts"", ""Score"": ""44""}, {""Category"": ""Depression"", ""Score"": ""41""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""47""}, {""Category"": ""Handsome Male Lead"", ""Score"": ""42""}, {""Category"": ""Indifferent Protagonist"", ""Score"": ""42""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""36""}, {""Category"": ""Popular Male Lead"", ""Score"": ""42""}, {""Category"": ""Salaryman"", ""Score"": ""43""}, {""Category"": ""Sexual Abuse"", ""Score"": ""40""}]",8.48
The Pizza Delivery Man and the Gold Palace,"[""Drama"", ""Psychological"", ""Romance"", ""Shounen Ai"", ""Yaoi""]","[{""Category"": ""Abusive Father"", ""Score"": ""6""}, {""Category"": ""Anxiety"", ""Score"": ""8""}, {""Category"": ""Chaebol"", ""Score"": ""6""}, {""Category"": ""Debt/s"", ""Score"": ""6""}, {""Category"": ""Delivery Man"", ""Score"": ""7""}, {""Category"": ""Insomnia"", ""Score"": ""8""}, {""Category"": ""Kind Seme"", ""Score"": ""6""}, {""Category"": ""Panic Attacks"", ""Score"": ""7""}, {""Category"": ""Poor Seme"", ""Score"": ""7""}, {""Category"": ""Rich Person Pursuing Poor Person"", ""Score"": ""6""}]",8.47
Boku no Omawari-san,"[""Comedy"", ""Romance"", ""Slice of Life"", ""Smut"", ""Yaoi""]","[{""Category"": ""Adult Couple"", ""Score"": ""7""}, {""Category"": ""Age Gap"", ""Score"": ""10""}, {""Category"": ""Height Difference"", ""Score"": ""9""}, {""Category"": ""Middle-Aged Protagonist"", ""Score"": ""7""}, {""Category"": ""Older Uke Younger Seme"", ""Score"": ""7""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""8""}, {""Category"": ""Police"", ""Score"": ""10""}, {""Category"": ""Reunion/s"", ""Score"": ""8""}, {""Category"": ""Straight Uke"", ""Score"": ""8""}, {""Category"": ""Unrequited Love Becomes Requited"", ""Score"": ""8""}]",8.47
The Dangerous Convenience Store,"[""Comedy"", ""Romance"", ""Smut"", ""Yaoi""]","[{""Category"": ""Age Gap"", ""Score"": ""17""}, {""Category"": ""Blunt Male Lead"", ""Score"": ""13""}, {""Category"": ""Convenience Store/s"", ""Score"": ""11""}, {""Category"": ""Gangster/s"", ""Score"": ""14""}, {""Category"": ""Gay Uke"", ""Score"": ""12""}, {""Category"": ""Older Seme Younger Uke"", ""Score"": ""13""}, {""Category"": ""Scary Seme"", ""Score"": ""13""}, {""Category"": ""Size Difference"", ""Score"": ""15""}, {""Category"": ""Unexpected Feelings"", ""Score"": ""11""}, {""Category"": ""University/Post-Secondary Student/s"", ""Score"": ""13""}]",8.47
Mx0,"[""Action"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""School Life"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Deception"", ""Score"": ""46""}, {""Category"": ""Love at First Sight"", ""Score"": ""46""}, {""Category"": ""Magic"", ""Score"": ""104""}, {""Category"": ""Magic School"", ""Score"": ""95""}, {""Category"": ""Male Protagonist"", ""Score"": ""0""}, {""Category"": ""Misunderstanding/s"", ""Score"": ""50""}, {""Category"": ""Rushed Ending / Axed"", ""Score"": ""97""}, {""Category"": ""Smart Male Lead"", ""Score"": ""41""}, {""Category"": ""Strong Male Lead"", ""Score"": ""17""}, {""Category"": ""Strong-Willed Male Lead"", ""Score"": ""23""}]",8.47
Ore Monogatari!!,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shoujo"", ""Slice of Life""]","[{""Category"": ""Appearance Different from Personality"", ""Score"": ""39""}, {""Category"": ""Best Friends"", ""Score"": ""41""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""41""}, {""Category"": ""Female Demographic with Male Lead"", ""Score"": ""31""}, {""Category"": ""First Love"", ""Score"": ""30""}, {""Category"": ""Friendship"", ""Score"": ""32""}, {""Category"": ""Important Non-Romantic Relationship/s"", ""Score"": ""32""}, {""Category"": ""Kind Male Lead"", ""Score"": ""30""}, {""Category"": ""Love at First Sight"", ""Score"": ""29""}, {""Category"": ""Strong Male Lead"", ""Score"": ""34""}]",8.47
Ze,"[""Comedy"", ""Drama"", ""Gender Bender"", ""Historical"", ""Romance"", ""Smut"", ""Supernatural"", ""Yaoi""]","[{""Category"": ""Age Gap"", ""Score"": ""29""}, {""Category"": ""Angst"", ""Score"": ""35""}, {""Category"": ""Doll Maker"", ""Score"": ""30""}, {""Category"": ""Doll/s"", ""Score"": ""39""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""20""}, {""Category"": ""Love at First Sight"", ""Score"": ""19""}, {""Category"": ""Magic"", ""Score"": ""26""}, {""Category"": ""Puppet Master"", ""Score"": ""33""}, {""Category"": ""Special Ability/ies"", ""Score"": ""38""}, {""Category"": ""Tragic Past"", ""Score"": ""31""}]",8.47
New York New York,"[""Mature"", ""Psychological"", ""Romance"", ""Shoujo"", ""Slice of Life"", ""Tragedy"", ""Yaoi""]","[{""Category"": ""America"", ""Score"": ""21""}, {""Category"": ""Hidden Past"", ""Score"": ""16""}, {""Category"": ""Homophobia"", ""Score"": ""18""}, {""Category"": ""Kidnapping/s"", ""Score"": ""18""}, {""Category"": ""LGBT Parent/s"", ""Score"": ""17""}, {""Category"": ""Love at First Sight"", ""Score"": ""20""}, {""Category"": ""New York City"", ""Score"": ""22""}, {""Category"": ""Police"", ""Score"": ""23""}, {""Category"": ""Realistic Homosexual Relationship/s"", ""Score"": ""18""}, {""Category"": ""Tragic Past"", ""Score"": ""21""}]",8.47
Michiru Heya,"[""Drama"", ""Mature"", ""Romance"", ""School Life"", ""Yaoi""]","[{""Category"": ""All-Boys School"", ""Score"": ""42""}, {""Category"": ""Boarding School"", ""Score"": ""35""}, {""Category"": ""Catholic School"", ""Score"": ""30""}, {""Category"": ""Childhood Trauma"", ""Score"": ""34""}, {""Category"": ""Dead Family Member/s"", ""Score"": ""31""}, {""Category"": ""Glasses-Wearing Seme"", ""Score"": ""34""}, {""Category"": ""Prostitution"", ""Score"": ""36""}, {""Category"": ""Rape"", ""Score"": ""31""}, {""Category"": ""Roommates"", ""Score"": ""39""}, {""Category"": ""Tragic Past"", ""Score"": ""31""}]",8.47
Gangsta.,"[""Action"", ""Drama"", ""Mature"", ""Seinen"", ""Supernatural"", ""Tragedy""]","[{""Category"": ""Antihero / Antiheroine"", ""Score"": ""45""}, {""Category"": ""Crime/s"", ""Score"": ""48""}, {""Category"": ""Deafness"", ""Score"": ""47""}, {""Category"": ""Gang/s"", ""Score"": ""44""}, {""Category"": ""Gigolo"", ""Score"": ""43""}, {""Category"": ""Prostitute/s"", ""Score"": ""45""}, {""Category"": ""Prostitution"", ""Score"": ""42""}, {""Category"": ""Sign Language"", ""Score"": ""43""}, {""Category"": ""Swordsman"", ""Score"": ""47""}, {""Category"": ""Tragic Past"", ""Score"": ""43""}]",8.47
Dear Green: Hitomi no Ounowa,"[""Drama"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""Affectionate Seme"", ""Score"": ""12""}, {""Category"": ""Character Growth"", ""Score"": ""15""}, {""Category"": ""Ex-Girlfriend"", ""Score"": ""14""}, {""Category"": ""Flashbacks"", ""Score"": ""11""}, {""Category"": ""Friends Become Lovers"", ""Score"": ""25""}, {""Category"": ""Live-in Lover"", ""Score"": ""12""}, {""Category"": ""Manly Gay Couple"", ""Score"": ""13""}, {""Category"": ""Slow Romance"", ""Score"": ""15""}, {""Category"": ""Time Skip"", ""Score"": ""14""}, {""Category"": ""Unconditional Love"", ""Score"": ""11""}]",8.47
Gu Fang Bu Zi Shang (Novel),"[""Drama"", ""Historical"", ""Josei"", ""Romance"", ""Tragedy""]","[{""Category"": ""Adapted to Manhua"", ""Score"": ""8""}, {""Category"": ""Arrogant Male Lead"", ""Score"": ""6""}, {""Category"": ""Betrayal"", ""Score"": ""6""}, {""Category"": ""Enemies Become Lovers"", ""Score"": ""7""}, {""Category"": ""Friends Become Enemies"", ""Score"": ""6""}, {""Category"": ""Manipulation"", ""Score"": ""7""}, {""Category"": ""Politics"", ""Score"": ""8""}, {""Category"": ""Secret Identity"", ""Score"": ""7""}, {""Category"": ""Smart Female Lead"", ""Score"": ""8""}, {""Category"": ""Talented Female Lead"", ""Score"": ""7""}]",8.47
D.Gray-man,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Mystery"", ""Psychological"", ""Shounen"", ""Supernatural"", ""Tragedy""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""115""}, {""Category"": ""European Ambience"", ""Score"": ""108""}, {""Category"": ""Gothic Style"", ""Score"": ""107""}, {""Category"": ""Hidden Past"", ""Score"": ""121""}, {""Category"": ""Inner Demon/s"", ""Score"": ""85""}, {""Category"": ""Monster/s"", ""Score"": ""117""}, {""Category"": ""Secret Organization/s"", ""Score"": ""124""}, {""Category"": ""Special Ability/ies"", ""Score"": ""128""}, {""Category"": ""Teamwork"", ""Score"": ""90""}, {""Category"": ""Victorian Era"", ""Score"": ""87""}]",8.47
A Night of a Thousand Dreams,"[""Drama"", ""Historical"", ""Psychological"", ""Romance"", ""Shounen Ai"", ""Tragedy""]","[{""Category"": ""Androgynous Protagonist"", ""Score"": ""25""}, {""Category"": ""Angst"", ""Score"": ""24""}, {""Category"": ""Based on a Classic"", ""Score"": ""35""}, {""Category"": ""Clever Protagonist"", ""Score"": ""18""}, {""Category"": ""Love Triangle/s"", ""Score"": ""17""}, {""Category"": ""Middle Eastern"", ""Score"": ""35""}, {""Category"": ""Possessive Lover/s"", ""Score"": ""29""}, {""Category"": ""Royalty"", ""Score"": ""26""}, {""Category"": ""Story within Story"", ""Score"": ""28""}, {""Category"": ""Younger Sister"", ""Score"": ""17""}]",8.47
Gunnm Last Order,"[""Action"", ""Adventure"", ""Drama"", ""Mature"", ""Psychological"", ""Sci-fi"", ""Seinen""]","[{""Category"": ""Armed Combat"", ""Score"": ""22""}, {""Category"": ""Cyberpunk"", ""Score"": ""15""}, {""Category"": ""Cyborg/s"", ""Score"": ""19""}, {""Category"": ""Dystopia"", ""Score"": ""21""}, {""Category"": ""Extended Flashbacks"", ""Score"": ""20""}, {""Category"": ""Female Fighter/s"", ""Score"": ""22""}, {""Category"": ""Male Demographic with Female Lead"", ""Score"": ""12""}, {""Category"": ""Strong Female Lead"", ""Score"": ""21""}, {""Category"": ""Tournament/s"", ""Score"": ""24""}, {""Category"": ""Vampire/s"", ""Score"": ""16""}]",8.46
Kizuna,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Smut"", ""Sports"", ""Yaoi""]","[{""Category"": ""Affectionate Seme"", ""Score"": ""14""}, {""Category"": ""Age Gap"", ""Score"": ""20""}, {""Category"": ""Character Growth"", ""Score"": ""13""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""18""}, {""Category"": ""Childhood Love"", ""Score"": ""12""}, {""Category"": ""Couple Growth"", ""Score"": ""16""}, {""Category"": ""Host/Hostess"", ""Score"": ""13""}, {""Category"": ""Kendo"", ""Score"": ""21""}, {""Category"": ""Live-in Lover"", ""Score"": ""14""}, {""Category"": ""Mafia"", ""Score"": ""23""}]",8.46
Tetsugaku Letra,"[""Drama"", ""Psychological"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life"", ""Sports""]","[{""Category"": ""Awkward Male Lead"", ""Score"": ""15""}, {""Category"": ""Basketball"", ""Score"": ""24""}, {""Category"": ""Bullying"", ""Score"": ""26""}, {""Category"": ""Character Growth"", ""Score"": ""31""}, {""Category"": ""Dancing"", ""Score"": ""34""}, {""Category"": ""Friendship"", ""Score"": ""11""}, {""Category"": ""High School"", ""Score"": ""22""}, {""Category"": ""Short Male Lead"", ""Score"": ""22""}, {""Category"": ""Starting a New Life"", ""Score"": ""33""}, {""Category"": ""Tall Female Lead"", ""Score"": ""20""}]",8.46
Yuki to Matsu,"[""Drama"", ""Historical"", ""Psychological"", ""Romance"", ""Yaoi""]","[{""Category"": ""Betrayal"", ""Score"": ""6""}, {""Category"": ""Cohabitation"", ""Score"": ""5""}, {""Category"": ""Doctor/s"", ""Score"": ""7""}, {""Category"": ""Edo Period"", ""Score"": ""7""}, {""Category"": ""Ex-Yakuza"", ""Score"": ""5""}, {""Category"": ""Male Prostitution"", ""Score"": ""5""}, {""Category"": ""Parental Abandonment"", ""Score"": ""5""}, {""Category"": ""Prostitution"", ""Score"": ""6""}, {""Category"": ""Traumatic Past"", ""Score"": ""5""}, {""Category"": ""Yakuza/s"", ""Score"": ""6""}]",8.46
Yamamoto Zenjirou to Moushimasu,"[""Drama"", ""Shoujo"", ""Slice of Life"", ""Supernatural""]","[{""Category"": ""Childcare"", ""Score"": ""30""}, {""Category"": ""Childhood"", ""Score"": ""30""}, {""Category"": ""Coma"", ""Score"": ""23""}, {""Category"": ""Dead Family Member/s"", ""Score"": ""28""}, {""Category"": ""Family"", ""Score"": ""25""}, {""Category"": ""Farmer/s"", ""Score"": ""32""}, {""Category"": ""Father and Daughter"", ""Score"": ""28""}, {""Category"": ""Ghost/s"", ""Score"": ""37""}, {""Category"": ""Seeing Things Other Humans Can't"", ""Score"": ""26""}, {""Category"": ""Transfer Student/s"", ""Score"": ""30""}]",8.46
Sarashi Asobi,"[""Drama"", ""Romance"", ""School Life"", ""Shoujo"", ""Supernatural""]","[{""Category"": ""Appearance Different from Personality"", ""Score"": ""27""}, {""Category"": ""Bad Reputation"", ""Score"": ""22""}, {""Category"": ""Imminent Death"", ""Score"": ""17""}, {""Category"": ""Love Triangle/s"", ""Score"": ""12""}, {""Category"": ""Rebirth"", ""Score"": ""12""}, {""Category"": ""Shinigami/Grim Reaper"", ""Score"": ""31""}, {""Category"": ""Strong Female Lead"", ""Score"": ""29""}, {""Category"": ""Student Council"", ""Score"": ""30""}, {""Category"": ""Tsundere Character/s"", ""Score"": ""23""}, {""Category"": ""Unorthodox Male Love Interest"", ""Score"": ""18""}]",8.46
Kekkaishi,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""School Life"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""89""}, {""Category"": ""Award-Winning Work"", ""Score"": ""67""}, {""Category"": ""Character Growth"", ""Score"": ""103""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""110""}, {""Category"": ""Demon/s"", ""Score"": ""95""}, {""Category"": ""Exorcism"", ""Score"": ""91""}, {""Category"": ""Ghost/s"", ""Score"": ""42""}, {""Category"": ""Shikigami"", ""Score"": ""46""}, {""Category"": ""Special Ability/ies"", ""Score"": ""107""}, {""Category"": ""Youkai"", ""Score"": ""42""}]",8.46
Shin Angyo Onshi,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Historical"", ""Mature"", ""Seinen"", ""Tragedy""]","[{""Category"": ""Antihero / Antiheroine"", ""Score"": ""40""}, {""Category"": ""Betrayal"", ""Score"": ""48""}, {""Category"": ""Bodyguard/s"", ""Score"": ""46""}, {""Category"": ""Dead Lover/s"", ""Score"": ""42""}, {""Category"": ""Extended Flashbacks"", ""Score"": ""49""}, {""Category"": ""Female Fighter/s"", ""Score"": ""54""}, {""Category"": ""Magic"", ""Score"": ""46""}, {""Category"": ""Monster/s"", ""Score"": ""52""}, {""Category"": ""Regret"", ""Score"": ""29""}, {""Category"": ""War/s"", ""Score"": ""50""}]",8.46
"Haikei, Niisan-sama","[""Drama"", ""Romance"", ""School Life"", ""Shounen Ai"", ""Slice of Life""]","[{""Category"": ""Age Gap"", ""Score"": ""18""}, {""Category"": ""Brother Complex"", ""Score"": ""56""}, {""Category"": ""Brother/s"", ""Score"": ""19""}, {""Category"": ""Incest"", ""Score"": ""39""}, {""Category"": ""Letter/s"", ""Score"": ""48""}, {""Category"": ""Restrained Love"", ""Score"": ""17""}, {""Category"": ""Reunion/s"", ""Score"": ""47""}, {""Category"": ""Sibling Love"", ""Score"": ""17""}, {""Category"": ""Unexpressed Feeling/s"", ""Score"": ""17""}, {""Category"": ""Younger Brother"", ""Score"": ""47""}]",8.46
"Yozora no Sumikko de,","[""Drama"", ""School Life"", ""Shounen Ai"", ""Slice of Life""]","[{""Category"": ""Astronomy"", ""Score"": ""25""}, {""Category"": ""Father and Son"", ""Score"": ""27""}, {""Category"": ""First Love"", ""Score"": ""28""}, {""Category"": ""Flashbacks"", ""Score"": ""27""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""29""}, {""Category"": ""Reunion/s"", ""Score"": ""31""}, {""Category"": ""Senpai-Kouhai Relationship"", ""Score"": ""32""}, {""Category"": ""Single Parent"", ""Score"": ""32""}, {""Category"": ""Teacher/s"", ""Score"": ""30""}, {""Category"": ""Time Skip"", ""Score"": ""27""}]",8.46
Rakuin no Monshou (Novel),"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Mystery"", ""Psychological"", ""Romance"", ""Shounen"", ""Tragedy""]","[{""Category"": ""Clever Protagonist"", ""Score"": ""13""}, {""Category"": ""Gladiator/s"", ""Score"": ""13""}, {""Category"": ""Manipulative Protagonist"", ""Score"": ""12""}, {""Category"": ""Political Marriage"", ""Score"": ""12""}, {""Category"": ""Revenge"", ""Score"": ""14""}, {""Category"": ""Royalty"", ""Score"": ""13""}, {""Category"": ""Secret Identity"", ""Score"": ""14""}, {""Category"": ""Strategic Battles"", ""Score"": ""14""}, {""Category"": ""Strategic Minds"", ""Score"": ""13""}, {""Category"": ""Swordsman"", ""Score"": ""13""}]",8.46
Kiseijuu,"[""Action"", ""Drama"", ""Horror"", ""Mature"", ""Mystery"", ""Psychological"", ""Romance"", ""School Life"", ""Seinen"", ""Tragedy""]","[{""Category"": ""Alien/s"", ""Score"": ""56""}, {""Category"": ""Award-Winning Work"", ""Score"": ""40""}, {""Category"": ""Blood and Gore"", ""Score"": ""53""}, {""Category"": ""Body Horror"", ""Score"": ""50""}, {""Category"": ""Character Growth"", ""Score"": ""61""}, {""Category"": ""Romantic Subplot"", ""Score"": ""38""}, {""Category"": ""Special Ability/ies"", ""Score"": ""52""}, {""Category"": ""Strategic Minds"", ""Score"": ""45""}, {""Category"": ""Sudden Strength Gain"", ""Score"": ""48""}, {""Category"": ""Unique Infected Protagonist"", ""Score"": ""34""}]",8.46
Slow (ICHIKAWA Kei),"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shounen Ai"", ""Slice of Life""]","[{""Category"": ""All-Boys School"", ""Score"": ""22""}, {""Category"": ""Baseball"", ""Score"": ""22""}, {""Category"": ""Cell Phone/s"", ""Score"": ""17""}, {""Category"": ""Cultural Festival"", ""Score"": ""23""}, {""Category"": ""High School"", ""Score"": ""22""}, {""Category"": ""Innocent Love"", ""Score"": ""21""}, {""Category"": ""Slow Romance"", ""Score"": ""28""}, {""Category"": ""Student-Student Relationship"", ""Score"": ""26""}, {""Category"": ""Student/s"", ""Score"": ""25""}, {""Category"": ""Train/s"", ""Score"": ""30""}]",8.46
Beauty Pop,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shoujo"", ""Slice of Life""]","[{""Category"": ""Calm Protagonist"", ""Score"": ""75""}, {""Category"": ""Club/s"", ""Score"": ""101""}, {""Category"": ""Hairstylist/s"", ""Score"": ""130""}, {""Category"": ""Lazy Protagonist"", ""Score"": ""92""}, {""Category"": ""Male Lead Falls in Love First"", ""Score"": ""73""}, {""Category"": ""Prodigy"", ""Score"": ""111""}, {""Category"": ""Rivals Become Lovers"", ""Score"": ""72""}, {""Category"": ""Slow Romance"", ""Score"": ""86""}, {""Category"": ""Strong Female Lead"", ""Score"": ""104""}, {""Category"": ""Talented Female Lead"", ""Score"": ""71""}]",8.46
Aitsu no Daihonmei,"[""Comedy"", ""Romance"", ""School Life"", ""Shounen Ai"", ""Slice of Life""]","[{""Category"": ""Character Who Bullies the One They Love"", ""Score"": ""71""}, {""Category"": ""Fangirl/s"", ""Score"": ""35""}, {""Category"": ""Inexperienced in Love"", ""Score"": ""39""}, {""Category"": ""Mismatched Couple"", ""Score"": ""63""}, {""Category"": ""Opposites Attract"", ""Score"": ""58""}, {""Category"": ""Possessive Lover/s"", ""Score"": ""31""}, {""Category"": ""Sadist/s"", ""Score"": ""53""}, {""Category"": ""School Idol/s"", ""Score"": ""51""}, {""Category"": ""Unpopular Protagonist"", ""Score"": ""65""}, {""Category"": ""Weight Loss"", ""Score"": ""32""}]",8.46
"Soredemo, Yasashii Koi o Suru","[""Drama"", ""Romance"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""Businessman / Businesswoman"", ""Score"": ""13""}, {""Category"": ""Friends Become Lovers"", ""Score"": ""15""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""13""}, {""Category"": ""Jealousy"", ""Score"": ""15""}, {""Category"": ""Love Confession/s"", ""Score"": ""14""}, {""Category"": ""Men in Suits"", ""Score"": ""12""}, {""Category"": ""Older Uke Younger Seme"", ""Score"": ""12""}, {""Category"": ""Realistic Homosexual Relationship/s"", ""Score"": ""12""}, {""Category"": ""Slow Romance"", ""Score"": ""14""}, {""Category"": ""Unrequited Love Becomes Requited"", ""Score"": ""12""}]",8.45
Can't See Can't Hear But Love,"[""Comedy"", ""Drama"", ""Romance"", ""Seinen"", ""Slice of Life"", ""Tragedy""]","[{""Category"": ""Blind Protagonist"", ""Score"": ""30""}, {""Category"": ""Blindness"", ""Score"": ""20""}, {""Category"": ""Cohabitation"", ""Score"": ""18""}, {""Category"": ""Deaf Protagonist"", ""Score"": ""28""}, {""Category"": ""Deafness"", ""Score"": ""23""}, {""Category"": ""Dementia"", ""Score"": ""19""}, {""Category"": ""Full Color"", ""Score"": ""25""}, {""Category"": ""Love Triangle/s"", ""Score"": ""18""}, {""Category"": ""Married Couple"", ""Score"": ""19""}, {""Category"": ""Poor Protagonist"", ""Score"": ""20""}]",8.45
Tonari no Kaibutsu-kun,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shoujo""]","[{""Category"": ""Appearance Different from Personality"", ""Score"": ""78""}, {""Category"": ""Character Growth"", ""Score"": ""78""}, {""Category"": ""Cold Female Lead"", ""Score"": ""115""}, {""Category"": ""Delinquent/s"", ""Score"": ""86""}, {""Category"": ""Independent Female Lead"", ""Score"": ""80""}, {""Category"": ""Naive Male Lead"", ""Score"": ""75""}, {""Category"": ""Quirky Character/s"", ""Score"": ""77""}, {""Category"": ""Smart Female Lead"", ""Score"": ""113""}, {""Category"": ""Smart Male Lead"", ""Score"": ""100""}, {""Category"": ""Social Outcast/s"", ""Score"": ""102""}]",8.45
Kyokou Suiri,"[""Action"", ""Comedy"", ""Drama"", ""Mystery"", ""Romance"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Amputee/s"", ""Score"": ""14""}, {""Category"": ""Inhuman Power"", ""Score"": ""15""}, {""Category"": ""Japanese Folklore"", ""Score"": ""14""}, {""Category"": ""Older Male Younger Female"", ""Score"": ""14""}, {""Category"": ""Prosthesis"", ""Score"": ""13""}, {""Category"": ""Quirky Character/s"", ""Score"": ""14""}, {""Category"": ""Regeneration"", ""Score"": ""15""}, {""Category"": ""Seeing Things Other Humans Can't"", ""Score"": ""17""}, {""Category"": ""Short Female Lead"", ""Score"": ""13""}, {""Category"": ""Youkai"", ""Score"": ""17""}]",8.45
Saiunkoku Monogatari,"[""Comedy"", ""Drama"", ""Fantasy"", ""Harem"", ""Historical"", ""Romance"", ""Shoujo""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""37""}, {""Category"": ""Ambitious Female Lead"", ""Score"": ""31""}, {""Category"": ""Based on a Novel"", ""Score"": ""37""}, {""Category"": ""Concubine/s"", ""Score"": ""24""}, {""Category"": ""Politics"", ""Score"": ""47""}, {""Category"": ""Reverse Harem"", ""Score"": ""39""}, {""Category"": ""Royalty"", ""Score"": ""48""}, {""Category"": ""Secret Identity"", ""Score"": ""30""}, {""Category"": ""Smart Female Lead"", ""Score"": ""23""}, {""Category"": ""Strong Female Lead"", ""Score"": ""41""}]",8.45
Gakuen Alice,"[""Comedy"", ""Drama"", ""Fantasy"", ""Mystery"", ""Romance"", ""School Life"", ""Shoujo"", ""Tragedy""]","[{""Category"": ""Boarding School"", ""Score"": ""83""}, {""Category"": ""Cool Male Lead"", ""Score"": ""69""}, {""Category"": ""Dormitory/ies"", ""Score"": ""78""}, {""Category"": ""Love Triangle/s"", ""Score"": ""73""}, {""Category"": ""Love-Hate Relationship"", ""Score"": ""67""}, {""Category"": ""Magic"", ""Score"": ""71""}, {""Category"": ""Secret Organization/s"", ""Score"": ""79""}, {""Category"": ""Special Ability/ies"", ""Score"": ""93""}, {""Category"": ""Strong Female Lead"", ""Score"": ""67""}, {""Category"": ""Student/s"", ""Score"": ""83""}]",8.45
Akagami no Shirayukihime,"[""Comedy"", ""Drama"", ""Fantasy"", ""Romance"", ""Shoujo"", ""Slice of Life""]","[{""Category"": ""Bodyguard/s"", ""Score"": ""112""}, {""Category"": ""Castle"", ""Score"": ""125""}, {""Category"": ""Pharmacist/s"", ""Score"": ""140""}, {""Category"": ""Plant/s"", ""Score"": ""115""}, {""Category"": ""Prince/s"", ""Score"": ""149""}, {""Category"": ""Rich Protagonist"", ""Score"": ""96""}, {""Category"": ""Royalty"", ""Score"": ""167""}, {""Category"": ""Smart Female Lead"", ""Score"": ""146""}, {""Category"": ""Strong Female Lead"", ""Score"": ""156""}, {""Category"": ""Strong Male Lead"", ""Score"": ""124""}]",8.45
